category,agency,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,account,record_type,page_number,source_budget,composite_key
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24866,2007,2250000,386000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,310,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24866|2007|2250000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24867,2007,9375000,3417000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,310,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24867|2007|9375000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,81096,2006,15000000,15000000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,311,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81096|2006|15000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24867,2006,7375000,702000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,311,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24867|2006|7375000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,81096,2005,15000000,15000000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,311,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81096|2005|15000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24867,2005,14217000,1762000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,311,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24867|2005|14217000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,81096,2004,15000000,6340000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,311,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81096|2004|15000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,81096,2003,15000000,8371000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,312,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|81096|2003|15000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25709,2016,2000000,2000000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,312,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25709|2016|2000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1999,37625000,579000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,312,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1999|37625000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1997,30000000,501000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,312,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1997|30000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1996,32800000,228000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,312,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1996|32800000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1995,66000000,1065000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,312,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1995|66000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1994,150000000,11785000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1994|150000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1993,140000000,1182000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1993|140000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1992,204000000,1256000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1992|204000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1991,110000000,601000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1991|110000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1990,173575000,375000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1990|173575000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1989,26000000,1198000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1989|26000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24870,1987,100000000,1231000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,313,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24870|1987|100000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25730,2024,3000000,3000000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25730|2024|3000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24872,2024,500000,500000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24872|2024|500000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25730,2023,4000000,3801000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25730|2023|4000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25730,2022,4000000,4000000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25730|2022|4000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25730,2021,4000000,4000000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25730|2021|4000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25730,2020,4000000,3328000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25730|2020|4000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25730,2019,4000000,3190000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25730|2019|4000000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24872,2018,500000,413000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24872|2018|500000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24872,2017,500000,217000,Hazardous Waste Remediation Oversight and Assistance Account - 31505,reappropriation,314,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24872|2017|500000|HAZARDOUS WASTE REMEDIATION OVERSIGHT AND ASSISTANCE ACCOUNT - 31505
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24872,2016,500000,3000,ENCON Federal Capital Account - 31364,reappropriation,315,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24872|2016|500000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24871,2009,50000,7000,ENCON Federal Capital Account - 31364,reappropriation,315,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24871|2009|50000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24871,2008,50000,2000,ENCON Federal Capital Account - 31364,reappropriation,315,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24871|2008|50000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24871,2007,350000,38000,ENCON Federal Capital Account - 31364,reappropriation,315,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24871|2007|350000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25720,2024,21200000,18099000,ENCON Federal Capital Account - 31364,reappropriation,315,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25720|2024|21200000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,25720,2023,21200000,6297000,ENCON Federal Capital Account - 31364,reappropriation,315,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|25720|2023|21200000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24873,2024,1000000,1000000,ENCON Federal Capital Account - 31364,reappropriation,316,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24873|2024|1000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24873,2023,1000000,1000000,ENCON Federal Capital Account - 31364,reappropriation,316,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24873|2023|1000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24873,2018,30000000,22825000,ENCON Federal Capital Account - 31364,reappropriation,316,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24873|2018|30000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24873,2016,30000000,26705000,ENCON Federal Capital Account - 31364,reappropriation,316,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24873|2016|30000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,62036,2024,1000000,1000000,ENCON Federal Capital Account - 31364,reappropriation,316,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|62036|2024|1000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,62036,2023,3000000,3000000,ENCON Federal Capital Account - 31364,reappropriation,316,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|62036|2023|3000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24880,2024,1700000,1700000,ENCON Federal Capital Account - 31364,reappropriation,317,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24880|2024|1700000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24881,2024,11000000,7944000,ENCON Federal Capital Account - 31364,reappropriation,317,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24881|2024|11000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DEPARTMENT OF ENVIRONMENTAL CONSERVATION,24887,2024,5000000,5000000,ENCON Federal Capital Account - 31364,reappropriation,317,executive,DEPARTMENT OF ENVIRONMENTAL CONSERVATION|24887|2024|5000000|ENCON FEDERAL CAPITAL ACCOUNT - 31364
extra_in_reconstruction,DIVISION OF HOUSING AND COMMUNITY RENEWAL,31414,2024,125132000,10100000,Federal Capital Projects Account - 31350,reappropriation,437,executive,DIVISION OF HOUSING AND COMMUNITY RENEWAL|31414|2024|125132000|FEDERAL CAPITAL PROJECTS ACCOUNT - 31350
extra_in_reconstruction,DEPARTMENT OF STATE,51275,2017,98562566,42717000,Infrastructure Investment Account - 33050,reappropriation,594,executive,DEPARTMENT OF STATE|51275|2017|98562566|INFRASTRUCTURE INVESTMENT ACCOUNT - 33050
extra_in_reconstruction,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,58021,2023,130000000,130000000,Transportation Infrastructure Renewal Bond Fund Account - 30660,reappropriation,992,executive,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58021|2023|130000000|TRANSPORTATION INFRASTRUCTURE RENEWAL BOND FUND ACCOUNT - 30660
extra_in_reconstruction,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,58023,2023,19000000,19000000,Transportation Infrastructure Renewal Bond Fund Account - 30660,reappropriation,992,executive,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58023|2023|19000000|TRANSPORTATION INFRASTRUCTURE RENEWAL BOND FUND ACCOUNT - 30660
extra_in_reconstruction,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,58024,2023,7500000,7500000,Transportation Infrastructure Renewal Bond Fund Account - 30660,reappropriation,992,executive,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58024|2023|7500000|TRANSPORTATION INFRASTRUCTURE RENEWAL BOND FUND ACCOUNT - 30660
extra_in_reconstruction,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,58025,2023,7500000,7500000,Transportation Infrastructure Renewal Bond Fund Account - 30660,reappropriation,992,executive,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58025|2023|7500000|TRANSPORTATION INFRASTRUCTURE RENEWAL BOND FUND ACCOUNT - 30660
extra_in_reconstruction,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,58027,2023,30000000,29553000,Transportation Infrastructure Renewal Bond Fund Account - 30660,reappropriation,992,executive,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58027|2023|30000000|TRANSPORTATION INFRASTRUCTURE RENEWAL BOND FUND ACCOUNT - 30660
extra_in_reconstruction,NEW YORK STATE URBAN DEVELOPMENT CORPORATION,47349,2006,603050000,53249000,Infrastructure Investment Account - 33050,reappropriation,1012,executive,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|47349|2006|603050000|INFRASTRUCTURE INVESTMENT ACCOUNT - 33050
extra_in_reconstruction,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,80551,1997,423500000,1000000,WCB IT Business Process Design Account - 32218,reappropriation,1030,executive,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|80551|1997|423500000|WCB IT BUSINESS PROCESS DESIGN ACCOUNT - 32218
extra_in_reconstruction,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,80380,2004,345750000,1995000,WCB IT Business Process Design Account - 32218,reappropriation,1037,executive,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|80380|2004|345750000|WCB IT BUSINESS PROCESS DESIGN ACCOUNT - 32218
extra_in_reconstruction,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,80595,2005,249000000,36251000,WCB IT Business Process Design Account - 32218,reappropriation,1038,executive,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|80595|2005|249000000|WCB IT BUSINESS PROCESS DESIGN ACCOUNT - 32218
extra_in_reconstruction,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,85104,2022,185000000,164576000,IRA Elective Pay Federal Capital Account - 32233,reappropriation,1046,executive,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|85104|2022|185000000|IRA ELECTIVE PAY FEDERAL CAPITAL ACCOUNT - 32233
extra_in_reconstruction,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,80596,2005,94750000,3262000,IRA Elective Pay Federal Capital Account - 32233,reappropriation,1053,executive,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|80596|2005|94750000|IRA ELECTIVE PAY FEDERAL CAPITAL ACCOUNT - 32233
extra_in_reconstruction,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,80589,2000,215650000,11740000,Infrastructure Investment Account - 33050,reappropriation,1078,executive,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|80589|2000|215650000|INFRASTRUCTURE INVESTMENT ACCOUNT - 33050
