approp_id,chapter_year,program,fund,approp_amount,reapprop_amount,enacted_page
23318,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,10000000.0,10000000,311
23347,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,1000000,311
23445,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,9982000.0,2638000,306
55928,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18000000.0,9799000,306
55938,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,17180000.0,17160000,309
55949,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,1000000,306
55964,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,40000000.0,192000,307
55967,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,500000,310
55985,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,4278000.0,781000,306
55986,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,10000000.0,10000000,306
55997,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,355000,311
55998,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,385000.0,167000,311
56005,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,235000.0,73000,311
56139,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1465000.0,510000,310
56150,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,450000.0,450000,311
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,475000.0,475000,310
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,475000.0,475000,310
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,100000.0,2200,311
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,40000.0,40000,311
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5035500.0,3567000,311
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,8000000.0,5539000,311
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1300000.0,1300000,311
,2021,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,250000.0,250000,315
21705,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,93700000.0,25861000,321
21706,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1035000000.0,244351000,323
21707,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,364500000.0,100644000,322
21763,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1303000.0,67000,315
21770,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,77476000.0,987000,321
21771,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,922000.0,922000,316
21776,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,24344000.0,12560000,316
21779,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1382000.0,13000,316
21781,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,932000.0,227000,316
21782,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,740000.0,740000,317
21804,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,490000.0,45000,317
23306,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,245113000.0,186089000,318
23316,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,2300000.0,2300000,316
23445,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,9982000.0,30000,316
55928,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18000000.0,3607000,315
55938,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,17180000.0,17150000,323
55962,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1200000.0,527000,315
55967,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,500000,317
55985,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,4278000.0,1682000,315
55986,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,10000000.0,10000000,316
55997,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,166000,317
55998,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,385000.0,385000,317
56005,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,235000.0,95000,317
56139,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1465000.0,1045000,317
56150,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,450000.0,450000,317
,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,475000.0,475000,323
,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,475000.0,475000,323
,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,80000.0,80000,323
,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,150000.0,150000,323
,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,100000.0,100000,323
,2020,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5000.0,5000,323
21702,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,34400000.0,6761000,324
21705,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,93700000.0,223000,325
21706,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1035000000.0,243136000,325
21763,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1303000.0,37000,324
21771,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,922000.0,922000,325
21775,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,691000.0,50000,326
21776,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,24344000.0,4195000,327
21779,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1382000.0,11000,327
21782,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,740000.0,44000,327
21804,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,490000.0,27000,328
23306,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,234113000.0,125705000,329
23316,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,2300000.0,2300000,325
23318,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5000000.0,3129000,327
55928,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18000000.0,8912000,324
55938,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,17180000.0,16942000,326
55962,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1200000.0,384000,324
55967,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,214000,327
55985,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,4278000.0,1214000,324
55986,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,10000000.0,10000000,324
55996,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,2000000.0,822000,326
55998,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,770000.0,385000,328
56005,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,235000.0,100000,328
56045,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,160000,338
56139,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1465000.0,368000,327
56150,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,450000.0,450000,329
,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5000000.0,3440000,327
,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5000000.0,1218000,327
,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,475000.0,475000,327
,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,25000.0,25000,328
,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,250000.0,247000,328
,2019,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,150000.0,150000,328
21705,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,96200000.0,7374000,345
21706,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1035000000.0,162837000,346
21707,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,330500000.0,49511000,345
21770,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,74784000.0,113000,349
21771,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,922000.0,922000,345
21775,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,691000.0,81000,347
21776,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,24344000.0,38000,347
21779,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1382000.0,56000,347
21782,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,740000.0,4000,347
55928,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18000000.0,198000,345
55938,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,17180000.0,17034000,346
55950,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,20000000.0,4546000,340
55953,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1900000.0,964000,343
55955,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,400000.0,400000,343
55962,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1200000.0,444000,344
55967,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,34000,347
55973,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,45000000.0,10646000,338
55974,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,9000000.0,9000000,341
55975,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,6000000.0,814000,342
55976,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,500000,349
55977,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,151000,348
55978,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,250000.0,81000,342
55979,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,750000.0,455000,343
55980,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5000000.0,5000000,343
55981,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,21590000.0,1417000,344
55982,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,14090000.0,1694000,344
55983,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1910000.0,443000,344
55984,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,882000.0,202000,344
55985,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,6000000.0,440000,345
55986,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,10000000.0,9359000,349
55996,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,2000000.0,1046000,347
55997,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,183000,348
55998,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,770000.0,387000,347
55999,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,500000,347
56045,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,757000,348
56139,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1465000.0,258000,348
56150,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,500000.0,500000,338
,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,40000000.0,4420000,338
,2018,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,17848900.0,4617000,338
21705,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,96200000.0,7051000,352
21706,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1035000000.0,185983000,352
21707,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,364500000.0,55429000,352
21771,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,922000.0,922000,353
55928,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18000000.0,1749000,352
55951,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,35000000.0,10060000,350
55953,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,5300000.0,3141000,350
55955,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,400000.0,125000,351
55956,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,300000.0,77000,354
55961,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,2000000.0,2000000,352
55963,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,4278000.0,947000,352
56045,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,1000000,353
56139,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1465000.0,958000,353
,2017,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18579000.0,2700000,353
21771,2016,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,922000.0,922000,355
55928,2016,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,18000000.0,2137000,355
55932,2016,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,75000000.0,10396000,354
55936,2016,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,1000000,354
56045,2016,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,1000000.0,1000000,355
,2016,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,24995000.0,996000,355
21771,2015,OFFICE OF PREKINDERGARTEN THROUGH GRADE TWELVE EDUCATION PROGRAM,General Fund; Local Assistance Account - 10000,922000.0,922000,355
